MONTH,WEEKOFMONTH,DAYOFWEEK,MAKE,ACCIDENTAREA,DAYOFWEEKCLAIMED,MONTHCLAIMED,WEEKOFMONTHCLAIMED,SEX,MARITALSTATUS,AGE,FAULT,POLICYTYPE,VEHICLECATEGORY,VEHICLEPRICE,REPNUMBER,DEDUCTIBLE,DRIVERRATING,DAYS_POLICY_ACCIDENT,DAYS_POLICY_CLAIM,PASTNUMBEROFCLAIMS,AGEOFVEHICLE,AGEOFPOLICYHOLDER,POLICEREPORTFILED,WITNESSPRESENT,AGENTTYPE,NUMBEROFSUPPLIMENTS,ADDRESSCHANGE_CLAIM,NUMBEROFCARS,YEAR,BASEPOLICY,FRAUDFOUND
Nov,5,Tuesday,BMW,Urban,Thursday,Nov,5,Female,Married,35,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,8,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jun,4,Monday,Mazda,Urban,Saturday,Jul,1,Male,Single,54,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,9,400,4,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Oct,3,Wednesday,Toyota,Urban,Wednesday,Oct,3,Female,Married,37,Third_Party,Sedan-Collision,Sedan,less_than_20000,8,400,4,more_than_30,more_than_30,none,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Oct,4,Saturday,Honda,Urban,Wednesday,Oct,4,Male,Single,32,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,7,400,3,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Jan,2,Monday,Mazda,Urban,Tuesday,Jan,2,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,8,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jan,1,Wednesday,Pontiac,Rural,Tuesday,Jan,4,Male,Married,42,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,14,400,4,more_than_30,more_than_30,more_than_4,more_than_7,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jan,1,Monday,Ford,Rural,Monday,Jan,1,Male,Single,47,Policy_Holder,Sedan-Liability,Sport,60000_to_69000,8,400,1,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jan,1,Wednesday,Toyota,Urban,Thursday,Jan,1,Male,Married,30,Third_Party,Sedan-Liability,Sport,20000_to_29000,15,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,1,Thursday,Chevrolet,Urban,Thursday,Nov,2,Male,Married,76,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,15,400,4,more_than_30,more_than_30,more_than_4,more_than_7,over_65,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Oct,5,Saturday,Honda,Urban,Monday,Nov,3,Male,Single,33,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,5,400,3,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jun,1,Monday,Honda,Urban,Monday,Jun,1,Female,Married,38,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,6,400,4,more_than_30,more_than_30,more_than_4,5_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,2,Monday,Pontiac,Urban,Friday,Nov,3,Male,Married,28,Third_Party,Sedan-All_Perils,Sedan,less_than_20000,9,400,4,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jan,3,Tuesday,Chevrolet,Urban,Tuesday,Jan,3,Male,Married,28,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,13,400,3,more_than_30,more_than_30,more_than_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
May,1,Wednesday,Toyota,Urban,Friday,May,3,Female,Single,38,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,9,700,3,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jun,1,Saturday,Mercury,Urban,Monday,Jun,2,Male,Single,18,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,1,more_than_30,more_than_30,none,2_years,21_to_25,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Jan,3,Wednesday,Mazda,Urban,Wednesday,Jan,3,Male,Married,46,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,2,400,3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,4_to_8_years,2-vehicles,1995,Collision,No
Dec,2,Tuesday,Chevrolet,Urban,Wednesday,Dec,2,Male,Single,42,Third_Party,Sedan-Collision,Sedan,30000_to_39000,15,700,3,more_than_30,more_than_30,none,7_years,36_to_40,No,No,External,more_than_5,no_change,3_to_4,1995,Collision,No
Dec,2,Monday,Mazda,Urban,Monday,Dec,3,Male,Married,65,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,4,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Feb,3,Monday,Honda,Urban,Thursday,Nov,3,Male,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,4,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Jan,5,Monday,Mazda,Rural,Thursday,Feb,3,Female,Married,31,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,5,400,4,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1994,Collision,No
Nov,4,Friday,Toyota,Urban,Friday,Nov,4,Male,Married,28,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,No
Mar,2,Thursday,Honda,Urban,Friday,Mar,3,Male,Married,76,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,4,400,4,more_than_30,more_than_30,1,more_than_7,over_65,No,No,External,1_to_2,no_change,1-vehicle,1994,Liability,No
Dec,3,Friday,Accura,Urban,Monday,Dec,3,Male,Married,61,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,4,400,3,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1994,Collision,No
Dec,4,Tuesday,Honda,Urban,Wednesday,Dec,4,Male,Married,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,3,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,3_to_5,no_change,1-vehicle,1994,Collision,No
Dec,5,Thursday,Pontiac,Urban,Friday,Dec,5,Female,Single,27,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,Yes,No,External,3_to_5,no_change,1-vehicle,1994,Collision,No
Sep,4,Saturday,Pontiac,Urban,Monday,Sep,4,Male,Married,49,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,2,400,3,more_than_30,more_than_30,none,6_years,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Apr,5,Saturday,Ford,Urban,Tuesday,May,2,Male,Married,48,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,2,400,4,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Mar,3,Thursday,Dodge,Urban,Monday,Mar,3,Male,Single,29,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,1,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1994,Liability,No
May,4,Wednesday,Honda,Urban,Tuesday,Jun,3,Male,Single,41,Policy_Holder,Sedan-Liability,Sport,more_than_69000,14,400,1,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,Liability,No
Feb,3,Sunday,Pontiac,Urban,Tuesday,Feb,4,Male,Single,28,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,14,700,2,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Dec,3,Thursday,Honda,Urban,Thursday,Dec,3,Male,Married,44,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,6,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,Liability,No
Dec,3,Tuesday,Toyota,Urban,Tuesday,Dec,3,Male,Married,47,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,2,400,1,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,3_to_5,no_change,1-vehicle,1994,All_Perils,No
Sep,4,Monday,Honda,Urban,Friday,Sep,5,Male,Single,27,Third_Party,Sedan-Collision,Sedan,20000_to_29000,8,400,3,more_than_30,more_than_30,2_to_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Apr,1,Friday,VW,Rural,Tuesday,Apr,1,Male,Married,80,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,4,400,3,more_than_30,more_than_30,2_to_4,6_years,over_65,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Apr,1,Monday,Chevrolet,Urban,Wednesday,Sep,4,Male,Married,48,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,6,400,4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,3_to_4,1995,All_Perils,No
Jan,4,Monday,Honda,Urban,Monday,Jan,4,Female,Single,72,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,11,400,2,more_than_30,more_than_30,2_to_4,7_years,over_65,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Dec,4,Tuesday,Pontiac,Urban,Tuesday,Jan,1,Male,Married,53,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,14,400,3,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
Oct,1,Tuesday,Honda,Urban,Wednesday,Oct,1,Male,Married,54,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,10,400,2,more_than_30,more_than_30,1,more_than_7,41_to_50,No,No,External,1_to_2,no_change,3_to_4,1995,All_Perils,No
Nov,2,Tuesday,Toyota,Urban,Wednesday,Nov,2,Male,Married,38,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,3,400,1,more_than_30,more_than_30,more_than_4,6_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Mar,3,Saturday,Mazda,Urban,Tuesday,May,2,Male,Single,30,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,14,400,1,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,1,Monday,Toyota,Urban,Thursday,Jan,1,Female,Widow,37,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,6,400,1,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jan,1,Sunday,Pontiac,Urban,Tuesday,Jan,1,Male,Single,27,Third_Party,Sedan-Collision,Sedan,20000_to_29000,10,400,3,more_than_30,more_than_30,none,7_years,31_to_35,Yes,No,External,more_than_5,no_change,1-vehicle,1995,Collision,No
May,2,Wednesday,Chevrolet,Urban,Wednesday,May,2,Male,Single,30,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Sep,3,Sunday,Saab,Urban,Thursday,Sep,4,Male,Married,34,Policy_Holder,Sedan-Liability,Sport,more_than_69000,8,400,2,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
May,3,Wednesday,Ford,Urban,Friday,May,3,Female,Married,48,Third_Party,Sedan-All_Perils,Sedan,40000_to_59000,12,700,3,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
May,3,Tuesday,Mazda,Urban,Wednesday,May,3,Male,Married,26,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,4,400,1,more_than_30,more_than_30,none,7_years,31_to_35,No,No,External,none,4_to_8_years,2-vehicles,1995,Collision,No
Nov,3,Thursday,Honda,Urban,Friday,Dec,4,Male,Single,28,Policy_Holder,Sport-Collision,Sport,more_than_69000,5,400,1,more_than_30,more_than_30,none,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Feb,4,Monday,Toyota,Urban,Wednesday,Mar,1,Male,Single,33,Third_Party,Sedan-Collision,Sedan,20000_to_29000,14,400,1,more_than_30,more_than_30,2_to_4,6_years,31_to_35,Yes,No,External,none,no_change,1-vehicle,1995,Collision,No
Dec,3,Friday,Pontiac,Urban,Wednesday,Dec,4,Male,Married,32,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,1,400,2,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Jun,2,Wednesday,Chevrolet,Urban,Wednesday,Jun,2,Female,Single,31,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,3,more_than_30,more_than_30,more_than_4,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Apr,3,Sunday,Pontiac,Rural,Monday,Apr,3,Male,Married,45,Third_Party,Sedan-Collision,Sedan,less_than_20000,12,400,4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,1_year,1-vehicle,1995,Collision,No
Apr,4,Tuesday,Honda,Urban,Tuesday,Jun,2,Male,Single,37,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,16,400,3,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
May,2,Monday,Pontiac,Urban,Tuesday,May,2,Male,Married,46,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,6,400,4,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Jul,2,Wednesday,Pontiac,Urban,Wednesday,Jul,2,Female,Single,40,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,5,400,4,more_than_30,more_than_30,2_to_4,6_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,Liability,No
Aug,1,Tuesday,Mazda,Urban,Wednesday,Aug,3,Male,Married,42,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,14,400,4,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,none,no_change,1-vehicle,1994,All_Perils,No
Aug,3,Friday,Ford,Urban,Thursday,Aug,4,Male,Married,51,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,10,400,4,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1994,Liability,No
Dec,2,Saturday,Toyota,Urban,Tuesday,Dec,2,Male,Married,38,Policy_Holder,Sedan-Liability,Sport,more_than_69000,12,400,1,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1994,Liability,No
Jun,2,Friday,Mazda,Urban,Thursday,Jan,1,Male,Married,38,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,2,more_than_30,more_than_30,2_to_4,more_than_7,36_to_40,No,Yes,External,1_to_2,4_to_8_years,2-vehicles,1994,Collision,No
Mar,4,Tuesday,Toyota,Urban,Tuesday,Mar,4,Female,Married,34,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,7,400,2,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Sep,2,Tuesday,Mercury,Urban,Friday,Sep,3,Male,Married,63,Policy_Holder,Utility-All_Perils,Utility,more_than_69000,10,400,3,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,Yes,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,No
Oct,4,Friday,Toyota,Urban,Monday,Oct,5,Male,Married,22,Third_Party,Sedan-Collision,Sedan,20000_to_29000,4,400,4,more_than_30,more_than_30,none,6_years,26_to_30,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Dec,2,Sunday,Ford,Rural,Monday,Dec,2,Male,Married,47,Policy_Holder,Sedan-Collision,Sedan,40000_to_59000,16,400,4,more_than_30,more_than_30,none,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Jul,1,Tuesday,Honda,Urban,Tuesday,Jul,1,Male,Married,50,Policy_Holder,Sedan-Liability,Sport,more_than_69000,5,400,4,more_than_30,more_than_30,more_than_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1994,Liability,No
Jun,4,Saturday,Pontiac,Rural,Friday,Jul,2,Female,Single,24,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,11,400,3,more_than_30,more_than_30,2_to_4,5_years,26_to_30,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,No
Dec,4,Tuesday,Mazda,Urban,Wednesday,Dec,5,Female,Married,32,Policy_Holder,Sedan-Liability,Sport,more_than_69000,11,400,3,more_than_30,more_than_30,1,5_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Liability,No
Apr,3,Monday,Honda,Urban,Thursday,Apr,4,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,16,400,1,more_than_30,more_than_30,2_to_4,new,16_to_17,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jan,2,Wednesday,Toyota,Urban,Friday,Jan,2,Male,Married,57,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,11,400,3,more_than_30,more_than_30,more_than_4,more_than_7,51_to_65,No,No,External,3_to_5,no_change,1-vehicle,1995,All_Perils,No
May,5,Tuesday,Dodge,Urban,Wednesday,May,5,Female,Single,31,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,9,400,1,more_than_30,more_than_30,2_to_4,5_years,31_to_35,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Jun,5,Thursday,Saab,Urban,Friday,Jul,1,Male,Single,33,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,3,400,1,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,4_to_8_years,2-vehicles,1995,Collision,No
Oct,4,Tuesday,Mazda,Urban,Tuesday,Nov,2,Male,Married,56,Third_Party,Sedan-All_Perils,Sedan,30000_to_39000,10,400,2,more_than_30,more_than_30,none,more_than_7,51_to_65,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
Jul,1,Saturday,Pontiac,Urban,Monday,Jul,1,Male,Married,43,Policy_Holder,Sedan-Liability,Sport,more_than_69000,6,400,4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Jul,4,Wednesday,Mazda,Urban,Friday,Jul,5,Male,Married,48,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,1,400,4,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Jul,1,Wednesday,Mazda,Urban,Monday,Jul,2,Male,Married,56,Policy_Holder,Sedan-Liability,Sport,less_than_20000,15,400,2,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,Liability,No
Aug,2,Tuesday,Pontiac,Urban,Tuesday,Aug,2,Male,Single,42,Third_Party,Sedan-Liability,Sport,30000_to_39000,13,400,4,more_than_30,more_than_30,2_to_4,7_years,36_to_40,No,No,External,3_to_5,no_change,1-vehicle,1995,Liability,No
Jun,5,Thursday,Pontiac,Urban,Monday,Aug,3,Male,Married,37,Policy_Holder,Sedan-Collision,Sedan,30000_to_39000,6,400,4,more_than_30,more_than_30,none,more_than_7,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,No
Jun,4,Monday,Pontiac,Urban,Thursday,Jul,3,Male,Married,47,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,12,400,2,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1994,Collision,No
Aug,4,Saturday,Mazda,Urban,Wednesday,Mar,2,Male,Married,33,Third_Party,Sport-Collision,Sport,more_than_69000,14,400,2,more_than_30,more_than_30,none,4_years,31_to_35,No,No,External,none,4_to_8_years,2-vehicles,1994,Collision,No
Feb,3,Wednesday,Toyota,Urban,Thursday,Mar,1,Male,Married,37,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,15,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1994,Collision,No
Apr,2,Tuesday,Mazda,Urban,Friday,May,1,Male,Married,51,Policy_Holder,Sedan-All_Perils,Sedan,more_than_69000,2,400,1,more_than_30,more_than_30,1,7_years,41_to_50,No,No,External,1_to_2,no_change,1-vehicle,1994,All_Perils,No
Mar,4,Thursday,Pontiac,Urban,Thursday,May,2,Male,Single,33,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,6,400,3,more_than_30,more_than_30,1,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1994,Liability,No
Sep,3,Saturday,Pontiac,Rural,Thursday,Sep,5,Male,Married,58,Third_Party,Sedan-All_Perils,Sedan,20000_to_29000,9,400,2,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
Sep,2,Sunday,Mazda,Urban,Tuesday,Sep,2,Female,Single,30,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,9,500,4,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,3_to_5,2_to_3_years,1-vehicle,1995,Liability,No
Jul,2,Monday,Mazda,Urban,Tuesday,Jul,2,Male,Married,51,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,8,400,1,more_than_30,more_than_30,2_to_4,more_than_7,41_to_50,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jun,5,Thursday,Toyota,Urban,Monday,Jul,1,Male,Married,58,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,16,400,2,more_than_30,more_than_30,more_than_4,7_years,51_to_65,No,No,External,none,no_change,1-vehicle,1995,Liability,No
May,2,Friday,Mazda,Urban,Monday,May,3,Female,Married,48,Policy_Holder,Sedan-Liability,Sport,30000_to_39000,9,500,1,more_than_30,more_than_30,2_to_4,7_years,41_to_50,No,No,External,none,2_to_3_years,1-vehicle,1995,Liability,No
Apr,4,Saturday,Mazda,Urban,Monday,Apr,4,Male,Married,30,Policy_Holder,Sedan-Collision,Sedan,more_than_69000,4,400,4,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Collision,No
Apr,2,Thursday,Pontiac,Urban,Thursday,Apr,3,Male,Single,42,Policy_Holder,Utility-All_Perils,Utility,40000_to_59000,4,400,1,more_than_30,more_than_30,more_than_4,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Apr,1,Tuesday,Toyota,Urban,Friday,Apr,2,Male,Married,26,Policy_Holder,Sedan-All_Perils,Sedan,20000_to_29000,13,400,4,more_than_30,more_than_30,1,7_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,All_Perils,No
May,2,Wednesday,Honda,Rural,Friday,May,3,Male,Single,0,Policy_Holder,Sedan-Liability,Sport,more_than_69000,14,400,1,more_than_30,more_than_30,2_to_4,new,16_to_17,Yes,No,External,none,no_change,1-vehicle,1995,Liability,No
Nov,3,Monday,Chevrolet,Urban,Wednesday,Nov,3,Male,Single,35,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,3,more_than_30,more_than_30,2_to_4,7_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,Liability,No
Aug,2,Monday,Chevrolet,Urban,Friday,Aug,2,Male,Married,62,Policy_Holder,Sedan-All_Perils,Sedan,30000_to_39000,12,400,1,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,1_to_2,no_change,1-vehicle,1995,All_Perils,No
Dec,3,Friday,Toyota,Urban,Friday,Dec,3,Male,Single,29,Policy_Holder,Sedan-Liability,Sport,20000_to_29000,3,400,4,more_than_30,more_than_30,none,6_years,31_to_35,No,No,External,none,no_change,1-vehicle,1995,Liability,No
Jul,3,Friday,Ford,Rural,Wednesday,Jul,4,Male,Married,60,Policy_Holder,Sedan-Liability,Sport,60000_to_69000,16,400,1,more_than_30,more_than_30,2_to_4,more_than_7,51_to_65,No,No,External,more_than_5,4_to_8_years,2-vehicles,1995,Liability,No
Aug,1,Wednesday,Mazda,Urban,Wednesday,Aug,3,Female,Single,34,Policy_Holder,Sedan-All_Perils,Sedan,less_than_20000,14,400,1,more_than_30,more_than_30,1,3_years,31_to_35,No,No,External,more_than_5,no_change,1-vehicle,1995,All_Perils,No
May,5,Wednesday,Toyota,Urban,Wednesday,Jun,2,Male,Married,40,Policy_Holder,Sedan-Collision,Sedan,20000_to_29000,6,400,2,more_than_30,more_than_30,1,7_years,36_to_40,No,No,External,1_to_2,no_change,1-vehicle,1995,Collision,No
